,PUMA,GQ,OWNERSHP,FAMSIZE,NCHILD,AGE,SEX,MARST,RACE,HISPAN,EDUC,INDNAICS,SECTOR,INCTOT,INCTOT_DECILE,POVERTY,DENSITY,VETDISAB,DIFFREM,DIFFPHYS,DIFFEYE,DIFFHEAR,HHWT,PERWT
2731338,48-2101,1,1,4,0,3,2,6,1,1,0,       0,0,9999999,9,86,357.4,0,0,0,1,1,106.0,159.0
2731359,48-2507,1,2,1,0,38,1,6,2,0,7,812111  ,81,70000,6,501,3731.1,0,1,1,1,1,215.0,215.0
2731391,48-2101,1,1,2,0,56,1,1,1,0,10,92MP    ,92,128000,7,501,357.4,1,1,1,1,1,55.0,55.0
2731392,48-2101,1,1,2,0,54,2,1,1,0,7,       0,0,0,0,501,357.4,0,1,1,1,1,55.0,45.0
2731396,48-2101,1,1,2,0,50,1,1,2,0,10,5415    ,54,114000,7,501,357.4,0,1,1,1,1,30.0,30.0
2731397,48-2101,1,1,2,0,47,2,1,2,0,11,6111    ,61,126000,7,501,357.4,0,1,1,1,1,30.0,25.0
2731447,48-2515,1,1,2,1,38,2,4,1,0,8,622M    ,62,93000,7,501,2134.8,1,1,1,1,1,28.0,28.0
2731448,48-2515,1,1,2,0,4,1,6,1,0,0,       0,0,9999999,9,501,2134.8,0,0,0,1,1,28.0,36.0
2731508,48-2507,1,1,1,0,63,1,6,1,0,10,115     ,11,7000,1,53,3731.1,0,1,1,1,1,24.0,25.0
2731541,48-2101,1,2,3,1,29,1,1,1,0,7,92MP    ,92,100000,7,501,357.4,0,1,1,1,1,61.0,61.0
2731542,48-2101,1,2,3,1,34,2,1,1,0,6,92MP    ,92,45000,5,501,357.4,0,1,1,1,1,61.0,54.0
2731543,48-2101,1,2,3,0,0,2,6,1,0,0,       0,0,9999999,9,501,357.4,0,0,0,1,1,61.0,60.0
2731559,48-2516,1,1,1,0,68,2,5,1,0,7,       0,0,43000,5,354,1338.4,0,1,1,1,1,45.0,45.0
2731608,48-2510,1,1,5,3,34,2,1,1,1,7,6111    ,61,230,1,126,3092.4,0,1,1,1,1,112.0,112.0
2731609,48-2510,1,1,5,3,33,1,1,1,0,6,2211P   ,22,38000,5,126,3092.4,0,1,1,1,1,112.0,88.0
2731610,48-2510,1,1,5,0,11,1,6,1,1,2,       0,0,9999999,9,126,3092.4,0,1,1,1,1,112.0,115.0
2731611,48-2510,1,1,5,0,10,1,6,1,1,1,       0,0,9999999,9,126,3092.4,0,1,1,1,1,112.0,115.0
2731612,48-2510,1,1,5,0,5,1,6,1,1,1,       0,0,9999999,9,126,3092.4,0,1,1,1,1,112.0,116.0
2731613,48-2510,1,1,1,0,32,1,6,1,0,6,213     ,21,12000,2,91,3092.4,0,1,1,1,1,112.0,139.0
2731614,48-2510,1,1,2,1,20,2,6,1,0,6,4481    ,44,2500,1,14,3092.4,0,1,1,1,1,112.0,101.0
2731615,48-2510,1,1,2,0,3,2,6,1,0,0,       0,0,9999999,9,14,3092.4,0,0,0,1,1,112.0,94.0
2731678,48-2510,1,2,2,0,61,2,6,1,0,5,44511   ,44,25000,4,501,3092.4,0,1,1,1,1,45.0,45.0
2731679,48-2510,1,2,2,0,68,1,6,1,0,6,5221M   ,52,485000,8,501,3092.4,1,1,1,1,1,45.0,76.0
2731680,48-2510,1,2,1,0,53,1,2,1,0,6,4236    ,42,50000,5,380,3092.4,0,1,1,1,1,45.0,82.0
2731697,48-2101,1,1,3,1,60,1,1,1,1,0,3261    ,32,41000,5,458,357.4,0,1,1,1,1,93.0,94.0
2731698,48-2101,1,1,3,1,53,2,1,1,1,0,       0,0,0,0,458,357.4,0,1,1,1,1,93.0,76.0
2731699,48-2101,1,1,3,0,28,1,4,1,1,6,3115    ,31,50000,5,458,357.4,0,1,1,1,1,93.0,111.0
2731716,48-2515,1,1,1,0,28,2,6,1,0,8,492     ,49,15190,3,116,2134.8,0,2,1,1,1,46.0,45.0
2731717,48-2515,1,1,1,0,34,2,6,1,0,8,493     ,49,11200,2,85,2134.8,0,1,1,1,1,46.0,62.0
2731919,48-2507,1,1,2,1,51,1,4,2,0,11,611M3   ,61,6500,1,64,3731.1,0,1,1,1,1,49.0,48.0
2731920,48-2507,1,1,2,0,26,1,6,2,0,6,42S     ,42,4500,1,64,3731.1,0,1,1,1,1,49.0,91.0
2731973,48-2101,1,1,1,0,66,1,5,7,1,3,332MZ   ,33,29500,4,242,357.4,0,1,1,1,1,369.0,369.0
2731989,48-2516,1,1,2,0,51,2,1,1,0,5,       0,0,0,0,200,1338.4,0,1,2,1,1,163.0,163.0
2731990,48-2516,1,1,2,0,51,1,1,1,1,3,562     ,56,34000,4,200,1338.4,0,1,1,1,1,163.0,166.0
2732029,48-2510,1,1,4,2,54,2,1,1,0,10,       0,0,0,0,501,3092.4,0,1,1,1,1,16.0,16.0
2732030,48-2510,1,1,4,2,59,1,1,1,0,10,5415    ,54,483000,8,501,3092.4,0,1,1,1,1,16.0,15.0
2732031,48-2510,1,1,4,0,18,2,6,1,0,5,722Z    ,72,3000,1,501,3092.4,0,1,1,1,1,16.0,18.0
2732032,48-2510,1,1,4,0,15,2,6,1,0,2,       0,0,0,0,501,3092.4,0,1,1,1,1,16.0,19.0
2732035,48-2507,1,1,1,0,64,2,6,1,0,10,622M    ,62,221000,7,501,3731.1,0,1,2,1,1,21.0,20.0
2732050,48-2102,1,2,2,1,75,2,4,1,1,6,       0,0,5200,1,59,450.9,0,1,2,1,1,53.0,52.0
2732051,48-2102,1,2,2,0,50,1,6,1,1,6,4441Z   ,44,3800,1,59,450.9,0,1,1,1,1,53.0,54.0
2732115,48-2516,1,1,2,0,32,1,1,6,0,11,5415    ,54,58000,6,422,1338.4,0,1,1,1,1,156.0,155.0
2732116,48-2516,1,1,2,0,30,2,1,6,0,10,491     ,49,13000,2,422,1338.4,0,1,1,1,1,156.0,130.0
2732241,48-2101,1,1,2,0,75,1,1,1,0,11,337     ,33,30500,4,384,357.4,0,1,1,1,1,5.0,6.0
2732242,48-2101,1,1,2,0,71,2,1,1,0,8,       0,0,28000,4,384,357.4,0,1,1,1,1,5.0,9.0
2732258,48-2102,1,1,2,0,64,2,1,1,0,6,       0,0,0,0,501,450.9,0,1,1,1,1,270.0,270.0
2732259,48-2102,1,1,2,0,70,1,1,1,0,11,5241    ,52,150000,7,501,450.9,0,1,1,1,1,270.0,292.0
2732283,48-2101,1,1,2,0,76,2,1,1,0,7,8131    ,81,11400,2,328,357.4,0,1,1,1,1,56.0,57.0
2732284,48-2101,1,1,2,0,76,1,1,1,0,8,492     ,49,39100,5,328,357.4,3,2,1,1,1,56.0,54.0
2732299,48-2516,1,2,2,0,21,1,6,1,0,6,5616    ,56,28000,4,214,1338.4,0,1,1,1,1,110.0,110.0
2732300,48-2516,1,2,2,0,20,2,6,1,0,6,482     ,48,20000,3,152,1338.4,0,1,1,1,1,110.0,103.0
2732301,48-2516,1,2,1,0,19,1,6,1,0,6,622M    ,62,22000,3,167,1338.4,0,1,1,1,1,110.0,160.0
2732333,48-2510,1,1,2,0,53,2,1,1,0,7,454110  ,45,29400,4,385,3092.4,0,1,1,1,1,68.0,67.0
2732334,48-2510,1,1,2,0,65,1,1,1,0,7,923     ,92,35700,4,385,3092.4,2,1,1,1,1,68.0,58.0
2732387,48-2507,1,1,3,1,62,1,1,6,0,8,492     ,49,58000,6,284,3731.1,0,1,1,1,1,47.0,47.0
2732388,48-2507,1,1,3,1,56,2,1,1,0,7,       0,0,-2100,0,284,3731.1,0,1,1,1,1,47.0,40.0
2732389,48-2507,1,1,3,0,19,1,6,6,0,7,       0,0,0,0,284,3731.1,0,1,1,1,1,47.0,65.0
2732517,48-2507,1,1,3,1,50,1,1,1,1,0,23      ,23,38000,5,224,3731.1,0,1,1,1,1,67.0,66.0
2732518,48-2507,1,1,3,1,50,2,1,1,1,0,       0,0,0,0,224,3731.1,0,1,1,1,1,67.0,54.0
2732519,48-2507,1,1,3,0,18,2,6,1,1,5,722Z    ,72,6300,1,224,3731.1,0,1,1,1,1,67.0,88.0
2732615,48-2515,1,1,1,0,43,1,6,1,0,10,522M    ,52,24000,3,182,2134.8,0,1,1,1,1,190.0,190.0
2732618,48-2507,1,1,2,0,79,1,1,1,0,10,       0,0,20000,3,228,3731.1,1,1,1,1,2,182.0,182.0
2732619,48-2507,1,1,2,0,76,2,1,1,0,11,       0,0,15000,3,228,3731.1,0,2,1,1,2,182.0,178.0
2732825,48-2510,1,1,2,1,77,2,5,1,0,6,6241    ,62,55700,6,471,3092.4,0,1,1,1,1,54.0,54.0
2732826,48-2510,1,1,2,0,47,1,6,1,0,0,       0,0,16800,3,471,3092.4,0,2,2,2,1,54.0,118.0
2732949,48-2507,1,1,2,0,40,1,1,1,0,6,517Z    ,51,100030,7,501,3731.1,1,1,1,1,1,24.0,24.0
2732950,48-2507,1,1,2,0,40,2,1,1,0,8,       0,0,0,0,501,3731.1,0,1,1,1,1,24.0,23.0
2733017,48-2515,1,1,2,0,92,1,1,1,0,7,3336    ,33,56200,6,365,2134.8,1,2,2,2,2,12.0,12.0
2733018,48-2515,1,1,2,0,68,2,1,1,0,10,       0,0,0,0,365,2134.8,0,1,1,1,1,12.0,11.0
2733041,48-2101,1,1,2,0,56,2,1,1,0,6,488     ,48,1500,1,155,357.4,0,1,1,1,1,50.0,50.0
2733042,48-2101,1,1,2,0,65,1,1,1,0,4,488     ,48,25000,4,155,357.4,0,1,1,1,1,50.0,57.0
2733063,48-2516,1,1,1,0,80,2,4,1,0,8,45221   ,45,59400,6,489,1338.4,0,1,1,1,1,45.0,46.0
2733088,48-2507,1,1,7,5,39,2,1,1,0,8,8131    ,81,44700,5,474,3731.1,0,1,1,1,1,50.0,50.0
2733089,48-2507,1,1,7,5,42,1,1,1,0,10,45321   ,45,130000,7,474,3731.1,0,1,1,1,1,50.0,54.0
2733090,48-2507,1,1,7,0,16,1,6,1,0,4,722Z    ,72,2500,1,474,3731.1,0,1,1,1,1,50.0,42.0
2733091,48-2507,1,1,7,0,13,2,6,1,0,2,       0,0,9999999,9,474,3731.1,0,1,1,1,1,50.0,57.0
2733092,48-2507,1,1,7,0,19,2,6,1,0,6,713Z    ,71,3000,1,474,3731.1,0,1,1,1,1,50.0,48.0
2733093,48-2507,1,1,7,0,17,1,6,1,0,4,722Z    ,72,2500,1,474,3731.1,0,1,1,1,1,50.0,42.0
2733094,48-2507,1,1,7,0,15,2,6,1,0,3,       0,0,2000,1,474,3731.1,0,1,1,1,1,50.0,65.0
2733147,48-2507,1,1,3,1,50,1,1,1,0,11,5415    ,54,145100,7,501,3731.1,0,1,1,1,1,50.0,50.0
2733148,48-2507,1,1,3,1,49,2,1,6,0,8,51912   ,51,0,0,501,3731.1,0,1,1,1,1,50.0,53.0
2733149,48-2507,1,1,3,0,18,2,6,8,0,5,       0,0,0,0,501,3731.1,0,1,1,1,1,50.0,65.0
2733308,48-2507,1,1,2,0,67,1,1,1,0,8,5617Z   ,56,39100,5,260,3731.1,0,1,1,1,1,50.0,50.0
2733309,48-2507,1,1,2,0,65,2,1,1,0,6,       0,0,680,1,260,3731.1,0,1,1,1,1,50.0,52.0
2733328,48-2515,1,1,2,0,30,2,1,1,0,11,5416    ,54,40000,5,501,2134.8,0,1,1,1,1,60.0,61.0
2733329,48-2515,1,1,2,0,33,1,1,1,0,10,23      ,23,95000,7,501,2134.8,0,1,1,1,1,60.0,57.0
2733418,48-2510,1,1,2,0,61,1,1,1,0,8,482     ,48,61000,6,358,3092.4,0,1,1,1,1,54.0,54.0
2733419,48-2510,1,1,2,0,63,2,1,1,0,7,5418    ,54,0,0,358,3092.4,0,1,1,1,1,54.0,50.0
2733499,48-2101,1,2,1,0,80,2,5,1,0,6,       0,0,15500,3,126,357.4,0,1,1,1,1,21.0,22.0
2733530,48-2101,1,2,5,3,26,2,1,1,1,7,722Z    ,72,1000,1,202,357.4,0,1,1,1,1,169.0,169.0
2733531,48-2101,1,2,5,3,31,1,1,1,1,8,722Z    ,72,60000,6,202,357.4,0,1,1,1,1,169.0,147.0
2733532,48-2101,1,2,5,0,6,1,6,1,1,0,       0,0,9999999,9,202,357.4,0,1,1,1,1,169.0,218.0
2733533,48-2101,1,2,5,0,3,1,6,1,1,0,       0,0,9999999,9,202,357.4,0,0,0,1,1,169.0,127.0
2733534,48-2101,1,2,5,0,0,1,6,1,1,0,       0,0,9999999,9,202,357.4,0,0,0,1,1,169.0,126.0
2733556,48-2507,1,1,2,0,76,2,1,1,0,7,       0,0,10000,2,501,3731.1,0,1,1,2,2,39.0,39.0
2733557,48-2507,1,1,2,0,77,1,1,1,0,8,5415    ,54,184700,7,501,3731.1,1,1,1,1,1,39.0,39.0
2733645,48-2101,1,2,2,0,33,1,6,6,0,6,6214    ,62,42000,5,501,357.4,0,1,1,1,1,23.0,23.0
2733646,48-2101,1,2,2,0,56,1,3,6,0,7,3252    ,32,62000,6,501,357.4,0,1,1,1,1,23.0,17.0
2733740,48-2515,1,1,1,0,70,2,5,1,0,6,522M    ,52,44300,5,363,2134.8,0,1,1,1,1,28.0,27.0
2733741,48-2515,1,1,1,0,8,2,6,1,0,1,       0,0,9999999,9,0,2134.8,0,1,1,1,1,28.0,33.0
2733754,48-2510,1,1,2,0,54,1,4,1,0,6,722Z    ,72,54000,6,406,3092.4,0,1,1,1,1,106.0,106.0
2733755,48-2510,1,1,2,0,62,2,4,1,0,6,4244    ,42,42000,5,316,3092.4,0,1,1,1,1,106.0,103.0
2733804,48-2102,1,1,2,0,75,2,1,1,0,11,       0,0,25200,4,345,450.9,0,1,1,1,1,37.0,36.0
2733805,48-2102,1,1,2,0,76,1,1,1,0,8,       0,0,27400,4,345,450.9,1,2,2,1,1,37.0,36.0
2733806,48-2515,1,1,3,1,29,2,1,1,0,10,6111    ,61,8000,2,501,2134.8,0,1,1,1,1,55.0,55.0
2733807,48-2515,1,1,3,1,34,1,1,1,0,10,4511M   ,45,98000,7,501,2134.8,0,1,1,1,1,55.0,52.0
2733808,48-2515,1,1,3,0,1,2,6,1,0,0,       0,0,9999999,9,501,2134.8,0,0,0,1,1,55.0,77.0
2733910,48-2510,1,1,4,2,43,2,1,1,0,10,5418    ,54,11000,2,501,3092.4,0,1,1,1,1,61.0,61.0
2733911,48-2510,1,1,4,2,43,1,1,1,0,11,33641M1 ,33,200000,7,501,3092.4,0,1,1,1,1,61.0,57.0
2733912,48-2510,1,1,4,0,15,1,6,1,0,3,       0,0,180,1,501,3092.4,0,1,1,1,1,61.0,57.0
2733913,48-2510,1,1,4,0,11,1,6,1,0,2,       0,0,9999999,9,501,3092.4,0,1,1,1,1,61.0,59.0
2733942,48-2102,1,1,2,0,54,1,1,1,1,7,9211MP  ,92,38000,5,468,450.9,0,1,1,1,1,35.0,34.0
2733943,48-2102,1,1,2,0,58,2,1,1,1,7,8131    ,81,42000,5,468,450.9,0,1,1,1,1,35.0,38.0
2733964,48-2101,1,1,4,2,46,1,1,1,0,7,92MP    ,92,90000,7,378,357.4,0,1,1,1,1,25.0,25.0
2733965,48-2101,1,1,4,2,45,2,1,1,0,7,6212    ,62,6500,1,378,357.4,0,1,1,1,1,25.0,28.0
2733966,48-2101,1,1,4,0,15,2,6,1,0,2,       0,0,0,0,378,357.4,0,1,1,1,1,25.0,41.0
2733967,48-2101,1,1,4,0,11,1,6,1,0,2,       0,0,9999999,9,378,357.4,0,1,1,1,1,25.0,29.0
2734242,48-2516,1,1,3,0,56,1,6,1,0,7,5616    ,56,9000,2,52,1338.4,0,2,2,1,1,15.0,15.0
2734243,48-2516,1,1,3,0,41,1,6,1,0,3,       0,0,15700,3,118,1338.4,0,2,1,2,2,15.0,15.0
2734244,48-2516,1,1,3,1,76,2,4,1,0,0,       0,0,0,0,52,1338.4,0,2,2,1,1,15.0,29.0
2734453,48-2510,1,1,3,1,85,2,1,1,0,11,       0,0,349100,8,501,3092.4,0,1,1,2,2,46.0,46.0
2734454,48-2510,1,1,3,1,87,1,1,1,0,11,       0,0,93400,7,501,3092.4,0,2,1,1,2,46.0,46.0
2734455,48-2510,1,1,3,0,48,2,4,1,1,8,623M    ,62,34500,4,501,3092.4,0,1,2,1,1,46.0,68.0
2734544,48-2101,1,1,8,6,49,1,6,1,1,2,23      ,23,13000,2,35,357.4,0,1,1,1,1,167.0,167.0
2734545,48-2101,1,1,8,6,37,2,6,1,1,0,       0,0,0,0,1,357.4,0,1,1,1,1,167.0,89.0
2734546,48-2101,1,1,8,0,8,1,6,1,1,1,       0,0,9999999,9,35,357.4,0,1,1,1,1,167.0,123.0
2734547,48-2101,1,1,8,0,7,1,6,1,1,1,       0,0,9999999,9,35,357.4,0,1,1,1,1,167.0,125.0
2734548,48-2101,1,1,8,0,4,2,6,1,1,0,       0,0,9999999,9,35,357.4,0,0,0,1,1,167.0,131.0
2734549,48-2101,1,1,8,0,2,1,6,1,1,0,       0,0,9999999,9,35,357.4,0,0,0,1,1,167.0,71.0
2734550,48-2101,1,1,8,0,1,1,6,1,1,0,       0,0,9999999,9,35,357.4,0,0,0,1,1,167.0,72.0
2734551,48-2101,1,1,8,0,16,1,6,1,1,3,       0,0,0,0,35,357.4,0,1,1,1,1,167.0,97.0
2734615,48-2516,1,2,2,0,68,1,1,1,0,6,       0,0,60000,6,479,1338.4,0,1,1,1,1,13.0,13.0
2734616,48-2516,1,2,2,0,72,2,1,1,0,10,       0,0,13000,2,479,1338.4,0,1,1,1,1,13.0,14.0
2734722,48-2102,1,1,2,0,49,2,1,1,0,7,33641M1 ,33,89000,7,501,450.9,0,1,1,1,1,58.0,58.0
2734723,48-2102,1,1,2,0,51,1,1,1,1,6,33641M1 ,33,85000,7,501,450.9,0,1,1,1,1,58.0,84.0
2734753,48-2101,1,2,3,1,73,1,4,1,0,6,       0,0,27200,4,248,357.4,6,2,2,1,2,100.0,100.0
2734754,48-2101,1,2,3,0,47,1,6,1,0,6,999920  ,99,0,0,248,357.4,0,1,1,1,1,100.0,104.0
2734755,48-2101,1,2,3,0,42,1,2,8,4,6,6216    ,62,22000,3,248,357.4,0,1,1,1,1,100.0,102.0
2734902,48-2510,1,1,3,1,26,2,1,1,0,11,5412    ,54,56000,6,443,3092.4,0,1,1,1,1,55.0,55.0
2734903,48-2510,1,1,3,1,26,1,1,1,0,7,332MZ   ,33,34000,4,443,3092.4,0,1,1,1,1,55.0,60.0
2734904,48-2510,1,1,3,0,8,1,6,1,0,1,       0,0,9999999,9,443,3092.4,0,1,1,1,1,55.0,68.0
2734913,48-2101,1,1,4,2,40,2,1,1,0,11,6111    ,61,63000,6,501,357.4,0,1,1,1,1,44.0,44.0
2734914,48-2101,1,1,4,2,43,1,1,1,1,7,23      ,23,115000,7,501,357.4,0,1,1,1,2,44.0,45.0
2734915,48-2101,1,1,4,0,13,1,6,1,1,2,       0,0,9999999,9,501,357.4,0,2,1,1,1,44.0,53.0
2734916,48-2101,1,1,4,0,11,2,6,1,1,1,       0,0,9999999,9,501,357.4,0,1,1,1,1,44.0,40.0
2734967,48-2101,1,1,5,4,40,1,4,1,1,7,4411    ,44,82000,7,277,357.4,0,1,1,1,1,185.0,184.0
2734968,48-2101,1,1,5,0,11,2,6,1,1,1,       0,0,9999999,9,277,357.4,0,1,1,2,1,185.0,166.0
2734969,48-2101,1,1,5,0,9,2,6,1,1,1,       0,0,9999999,9,277,357.4,0,1,1,1,1,185.0,167.0
2734970,48-2101,1,1,5,0,8,2,6,1,1,1,       0,0,9999999,9,277,357.4,0,1,1,2,1,185.0,166.0
2734971,48-2101,1,1,5,0,4,2,6,1,1,0,       0,0,9999999,9,277,357.4,0,0,0,1,1,185.0,226.0
2734972,48-2101,1,1,1,0,30,2,4,1,1,6,5412    ,54,8000,2,61,357.4,0,1,1,1,1,185.0,230.0
2734982,48-2102,1,2,1,0,72,1,4,1,0,10,       0,0,21600,3,179,450.9,5,1,1,1,1,292.0,292.0
2735028,48-2510,1,1,1,0,85,2,4,1,0,6,       0,0,2100,1,17,3092.4,0,1,1,1,1,90.0,91.0
2735209,48-2507,1,1,1,0,73,1,4,1,0,10,       0,0,40200,5,330,3731.1,1,1,1,1,1,44.0,45.0
2735243,48-2510,1,1,1,0,78,2,5,1,0,10,       0,0,78000,6,501,3092.4,0,1,1,1,1,100.0,100.0
2735254,48-2507,1,1,1,0,74,1,5,2,0,6,713Z    ,71,22500,3,186,3731.1,1,1,2,1,1,81.0,81.0
2735278,48-2516,1,1,2,1,69,2,4,1,0,6,5412    ,54,39500,5,351,1338.4,0,1,1,1,1,32.0,32.0
2735279,48-2516,1,1,2,0,37,2,6,1,0,6,       0,0,14500,2,351,1338.4,0,2,1,1,1,32.0,52.0
2735351,48-2102,1,2,2,0,62,2,1,1,0,6,531M    ,53,10000,2,213,450.9,0,2,2,1,1,38.0,37.0
2735352,48-2102,1,2,2,0,79,1,1,1,0,6,713Z    ,71,26000,4,213,450.9,1,1,2,1,2,38.0,36.0
2735472,48-2507,1,2,1,0,60,2,4,1,0,10,       0,0,9200,2,69,3731.1,1,2,2,1,2,102.0,101.0
2735480,48-2507,1,2,6,4,31,2,6,7,1,3,337     ,33,0,0,13,3731.1,0,1,1,1,1,49.0,49.0
2735481,48-2507,1,2,6,4,38,1,6,8,0,5,23      ,23,30000,4,226,3731.1,0,1,1,1,1,49.0,40.0
2735482,48-2507,1,2,6,0,19,2,6,8,1,5,51912   ,51,2000,1,13,3731.1,0,1,1,1,1,49.0,45.0
2735483,48-2507,1,2,6,0,17,2,6,8,1,5,51912   ,51,2000,1,13,3731.1,0,1,1,1,1,49.0,35.0
2735484,48-2507,1,2,6,0,12,2,6,8,1,2,       0,0,9999999,9,13,3731.1,0,1,1,1,1,49.0,35.0
2735485,48-2507,1,2,6,0,3,2,6,8,1,0,       0,0,9999999,9,13,3731.1,0,0,0,1,1,49.0,49.0
2735553,48-2507,1,1,2,0,50,2,1,1,2,8,5418    ,54,35800,4,477,3731.1,0,1,1,1,1,43.0,43.0
2735554,48-2507,1,1,2,0,49,1,1,1,0,10,4412    ,44,45200,5,477,3731.1,1,1,1,1,1,43.0,51.0
2735607,48-2515,1,1,3,1,51,2,1,1,0,11,611M3   ,61,84000,7,501,2134.8,0,1,1,1,1,100.0,100.0
2735608,48-2515,1,1,3,1,57,1,1,1,0,6,23      ,23,37900,5,501,2134.8,0,1,1,1,1,100.0,93.0
2735609,48-2515,1,1,3,0,24,1,6,1,0,10,999920  ,99,0,0,501,2134.8,0,1,1,1,1,100.0,129.0
2735633,48-2510,1,1,2,0,77,1,1,1,0,10,       0,0,48800,5,445,3092.4,0,1,1,1,1,101.0,101.0
2735634,48-2510,1,1,2,0,75,2,1,1,0,11,       0,0,19200,3,445,3092.4,0,1,1,1,1,101.0,105.0
2735635,48-2507,1,1,5,2,42,1,1,1,0,6,6111    ,61,0,0,176,3731.1,0,1,1,1,1,57.0,57.0
2735636,48-2507,1,1,5,2,44,2,1,1,0,7,5241    ,52,42500,5,176,3731.1,0,1,1,1,1,57.0,53.0
2735637,48-2507,1,1,5,1,21,2,6,1,0,6,5615    ,56,12000,2,176,3731.1,0,1,1,1,1,57.0,69.0
2735638,48-2507,1,1,5,0,13,1,6,1,0,2,       0,0,9999999,9,176,3731.1,0,1,1,1,1,57.0,68.0
2735639,48-2507,1,1,5,0,0,2,6,1,0,0,       0,0,9999999,9,176,3731.1,0,0,0,1,1,57.0,70.0
2735640,48-2507,1,1,1,0,20,1,6,1,0,2,491     ,49,15000,3,114,3731.1,0,1,1,1,2,57.0,63.0
2735645,48-2507,1,1,1,0,38,1,6,1,1,10,52M1    ,52,74000,6,501,3731.1,0,1,1,1,1,204.0,204.0
2735646,48-2507,1,1,3,2,52,1,2,1,0,11,5411    ,54,225000,8,501,3731.1,0,1,1,1,1,28.0,28.0
2735647,48-2507,1,1,3,0,18,1,6,1,0,6,928P    ,92,8000,2,501,3731.1,0,2,1,1,1,28.0,30.0
2735648,48-2507,1,1,3,0,16,2,6,1,0,5,       0,0,0,0,501,3731.1,0,1,1,1,1,28.0,34.0
2735679,48-2101,1,1,2,0,57,1,1,1,0,7,5242    ,52,100000,7,501,357.4,0,1,1,1,1,48.0,48.0
2735680,48-2101,1,1,2,0,58,2,1,1,0,6,4411    ,44,0,0,501,357.4,0,1,1,1,1,48.0,43.0
2735704,48-2101,1,1,5,3,42,2,1,1,0,11,6111    ,61,135000,7,501,357.4,0,1,1,1,1,84.0,84.0
2735705,48-2101,1,1,5,3,43,1,1,1,0,8,442     ,44,39000,5,501,357.4,0,1,1,1,1,84.0,82.0
2735706,48-2101,1,1,5,0,16,1,6,1,0,4,722Z    ,72,1600,1,501,357.4,0,2,1,1,1,84.0,78.0
2735707,48-2101,1,1,5,0,14,1,6,1,0,2,       0,0,9999999,9,501,357.4,0,1,1,1,1,84.0,95.0
2735708,48-2101,1,1,5,0,8,2,6,1,0,1,       0,0,9999999,9,501,357.4,0,1,1,1,1,84.0,83.0
2735735,48-2516,1,1,5,1,60,1,1,1,0,8,4MS     ,44,154000,7,501,1338.4,0,1,1,1,1,89.0,89.0
2735736,48-2516,1,1,5,1,70,2,1,1,0,8,       0,0,14400,2,501,1338.4,0,1,1,1,1,89.0,87.0
2735737,48-2516,1,1,5,2,41,1,6,1,0,10,4853    ,48,25000,4,501,1338.4,0,1,1,1,1,89.0,139.0
2735738,48-2516,1,1,5,0,8,1,6,1,0,1,       0,0,9999999,9,501,1338.4,0,1,1,1,1,89.0,91.0
2735739,48-2516,1,1,5,0,7,2,6,1,0,1,       0,0,9999999,9,501,1338.4,0,1,1,1,1,89.0,92.0
2735816,48-2507,1,1,1,0,62,2,4,2,0,6,92MP    ,92,45700,5,345,3731.1,0,1,1,1,1,107.0,106.0
2735945,48-2515,1,1,1,0,75,2,4,1,0,11,       0,0,121000,7,501,2134.8,0,1,1,1,1,55.0,55.0
2736019,48-2516,1,1,4,2,41,2,1,1,0,10,45221   ,45,72000,6,501,1338.4,0,1,1,1,1,126.0,127.0
2736020,48-2516,1,1,4,2,42,1,1,1,0,10,481     ,48,60000,6,501,1338.4,0,1,1,1,1,126.0,132.0
2736021,48-2516,1,1,4,0,13,1,6,1,0,2,       0,0,9999999,9,501,1338.4,0,1,1,1,1,126.0,128.0
2736022,48-2516,1,1,4,0,8,2,6,1,0,1,       0,0,9999999,9,501,1338.4,0,1,1,1,1,126.0,132.0
2736065,48-2102,1,1,4,2,39,1,1,2,0,10,5415    ,54,102000,7,501,450.9,0,1,1,1,1,153.0,153.0
2736066,48-2102,1,1,4,2,40,2,1,2,0,11,611M3   ,61,88000,7,501,450.9,0,1,1,1,1,153.0,161.0
2736067,48-2102,1,1,4,0,7,1,6,2,0,1,       0,0,9999999,9,501,450.9,0,1,1,1,1,153.0,202.0
2736068,48-2102,1,1,4,0,5,1,6,2,0,0,       0,0,9999999,9,501,450.9,0,1,1,1,1,153.0,203.0
2736128,48-2515,1,2,1,0,27,2,6,8,0,10,522M    ,52,53600,6,409,2134.8,0,1,1,1,1,41.0,42.0
2736129,48-2515,1,2,1,0,26,2,6,1,0,10,5418    ,54,34000,4,258,2134.8,0,1,1,1,1,41.0,65.0
2736130,48-2515,1,2,1,0,22,2,6,1,0,6,611M3   ,61,15000,3,114,2134.8,0,1,1,1,1,41.0,61.0
2736136,48-2101,1,2,1,0,83,2,5,1,0,6,       0,0,27000,4,222,357.4,0,1,2,1,1,133.0,134.0
2736198,48-2510,1,1,1,0,46,2,6,1,0,10,5416    ,54,80000,6,501,3092.4,0,1,1,1,1,55.0,55.0
2736207,48-2515,1,2,1,0,34,1,6,8,0,10,611M1   ,61,60000,6,456,2134.8,0,1,1,1,1,112.0,111.0
2736233,48-2510,1,1,2,0,57,1,1,1,0,6,213     ,21,266500,8,501,3092.4,0,1,1,1,1,50.0,50.0
